"n";"anno";"genere";"eta";"peso";"altezza";"dipsci";"dipcla";"diptec";"dipalt";"componenti";"occhiali";"fumo";"diploma"
751;1989;1;20,90;56,00;173;1;0;0;0;6;1;0;"     sci"
752;1989;1;19,30;67,00;167;0;0;1;0;6;1;0;"     tec"
753;1989;1;19,50;55,00;170;1;0;0;0;4;0;0;"     sci"
754;1989;0;20,60;63,00;168;0;1;0;0;4;1;0;"     cla"
755;1989;0;21,20;76,00;181;0;1;0;0;3;0;0;"     cla"
756;1989;0;19,50;66,00;172;0;1;0;0;4;1;0;"     cla"
757;1989;0;21,10;70,00;168;1;0;0;0;5;0;0;"     sci"
758;1989;1;19,40;58,00;170;0;1;0;0;5;0;0;"     cla"
759;1989;0;20,10;62,00;168;1;0;0;0;4;1;0;"     sci"
760;1989;1;21,00;62,00;161;0;0;0;1;6;0;0;"     alt"
761;1989;0;19,20;77,00;175;1;0;0;0;4;0;0;"     sci"
762;1989;1;20,10;54,00;164;0;0;1;0;5;0;0;"     tec"
763;1989;1;19,20;64,00;175;0;0;0;1;4;0;0;"     alt"
764;1989;0;21,70;56,00;162;0;1;0;0;6;1;0;"     cla"
765;1989;0;21,90;71,00;170;0;0;1;0;5;0;0;"     tec"
766;1989;0;22,80;78,00;186;0;1;0;0;4;0;0;"     cla"
767;1989;0;22,00;87,00;183;0;0;1;0;5;0;0;"     tec"
768;1989;1;21,30;54,00;170;0;1;0;0;4;0;0;"     cla"
769;1989;1;20,60;56,00;165;0;1;0;0;5;1;0;"     cla"
770;1989;1;20,30;50,00;160;0;0;1;0;4;1;0;"     tec"
771;1989;1;21,60;62,00;165;0;1;0;0;5;1;0;"     cla"
772;1989;1;19,50;67,00;163;0;0;1;0;6;0;0;"     tec"
773;1989;0;20,30;78,00;180;0;0;1;0;4;1;0;"     tec"
774;1989;1;20,90;56,00;160;0;0;0;1;4;1;0;"     alt"
775;1989;1;20,10;58,00;160;0;1;0;0;7;0;0;"     cla"
776;1989;1;40,20;55,00;153;1;0;0;0;4;0;0;"     sci"
777;1989;0;20,50;74,00;180;0;1;0;0;4;0;0;"     cla"
778;1989;0;20,70;73,00;184;0;1;0;0;4;0;0;"     cla"
779;1990;0;21,50;76,00;181;0;0;1;0;5;1;1;"     tec"
780;1990;1;20,50;55,00;164;1;0;0;0;4;0;0;"     sci"
781;1990;0;22,50;65,00;184;0;0;0;1;6;0;0;"     alt"
782;1990;0;24,60;75,00;173;0;1;0;0;5;0;0;"     cla"
783;1990;0;21,60;95,00;177;0;1;0;0;5;0;0;"     cla"
784;1990;1;19,70;52,00;166;0;0;1;0;4;1;1;"     tec"
785;1990;1;20,60;59,00;168;1;0;0;0;4;0;1;"     sci"
786;1990;1;19,20;68,00;170;0;0;1;0;4;0;0;"     tec"
787;1990;1;22,90;56,00;168;0;0;1;0;3;0;0;"     tec"
788;1990;1;19,10;53,00;160;0;0;1;0;5;0;0;"     tec"
789;1990;1;19,90;49,00;157;0;0;1;0;7;1;0;"     tec"
790;1990;1;19,20;48,00;160;0;1;0;0;4;0;0;"     cla"
791;1990;1;19,50;50,00;161;0;0;1;0;4;0;0;"     tec"
792;1990;1;19,30;50,00;161;1;0;0;0;5;1;0;"     sci"
793;1990;0;19,20;70,00;178;0;0;1;0;5;1;0;"     tec"
794;1990;1;24,10;54,00;160;0;1;0;0;5;1;0;"     cla"
795;1990;0;20,90;70,00;171;1;0;0;0;4;1;0;"     sci"
796;1990;1;25,90;49,00;160;0;1;0;0;3;0;0;"     cla"
797;1990;0;26,90;74,00;183;0;0;0;1;5;1;0;"     alt"
798;1990;0;20,80;73,00;177;1;0;0;0;5;0;0;"     sci"
799;1990;0;21,50;62,00;171;0;0;1;0;4;1;0;"     tec"
800;1990;0;26,70;75,00;177;0;0;1;0;5;0;0;"     tec"
801;1990;0;20,70;96,00;178;1;0;0;0;7;0;0;"     sci"
802;1990;0;23,60;61,00;165;0;1;0;0;5;1;1;"     cla"
803;1990;1;20,40;57,00;165;1;0;0;0;5;1;0;"     sci"
804;1990;1;20,20;49,00;166;0;0;1;0;4;0;0;"     tec"
805;1990;0;19,20;54,00;164;1;0;0;0;5;1;0;"     sci"
806;1990;1;20,20;50,00;158;1;0;0;0;4;0;0;"     sci"
807;1990;1;19,20;58,00;170;0;1;0;0;4;0;1;"     cla"
808;1990;1;21,20;54,00;163;0;1;0;0;5;1;1;"     cla"
809;1990;1;23,70;47,00;158;0;0;1;0;6;1;0;"     tec"
810;1990;1;20,90;62,00;165;0;0;1;0;6;0;0;"     tec"
811;1990;1;20,40;50,00;170;1;0;0;0;3;0;1;"     sci"
812;1990;1;20,80;70,00;178;0;1;0;0;5;0;0;"     cla"
813;1990;1;22,60;42,00;154;0;1;0;0;3;0;0;"     cla"
814;1990;1;22,40;58,00;168;0;0;1;0;10;1;0;"     tec"
815;1990;0;23,70;60,00;163;1;0;0;0;7;1;1;"     sci"
816;1990;1;25,40;63,00;174;0;1;0;0;5;0;0;"     cla"
817;1990;0;20,30;87,00;185;0;0;1;0;4;0;0;"     tec"
818;1990;0;20,20;67,00;170;1;0;0;0;6;0;0;"     sci"
819;1990;0;20,80;100,00;185;0;1;0;0;5;0;1;"     cla"
820;1990;1;25,30;51,00;159;0;1;0;0;3;0;0;"     cla"
821;1990;1;20,90;60,00;172;0;1;0;0;4;0;0;"     cla"
822;1990;0;20,50;65,00;175;0;1;0;0;5;0;1;"     cla"
823;1990;0;23,70;70,00;175;1;0;0;0;6;1;0;"     sci"
824;1990;0;23,60;62,00;180;0;1;0;0;4;0;1;"     cla"
825;1990;1;24,00;55,00;161;0;0;1;0;4;0;1;"     tec"
826;1990;0;26,70;69,00;170;0;0;1;0;4;0;1;"     tec"
827;1990;1;22,50;57,00;160;0;0;0;1;5;0;0;"     alt"
828;1990;0;20,70;70,00;170;0;1;0;0;4;1;0;"     cla"
829;1990;1;20,50;51,00;158;0;0;1;0;6;0;0;"     tec"
830;1990;0;21,80;69,00;175;1;0;0;0;4;0;0;"     sci"
831;1990;1;19,30;52,00;158;0;0;1;0;4;0;0;"     tec"
832;1990;1;19,30;55,00;160;0;0;1;0;3;1;0;"     tec"
833;1990;1;21,10;61,00;176;0;1;0;0;5;0;0;"     cla"
834;1990;1;22,30;50,00;165;0;0;1;0;6;1;0;"     tec"
835;1990;0;40,20;68,00;167;0;0;1;0;4;0;1;"     tec"
836;1990;0;20,70;74,00;175;1;0;0;0;5;0;0;"     sci"
837;1990;1;20,70;56,00;165;0;1;0;0;4;1;0;"     cla"
838;1990;0;24,30;65,00;170;0;0;1;0;2;0;0;"     tec"
839;1990;1;22,20;58,00;165;0;0;0;1;4;1;0;"     alt"
840;1990;1;20,40;52,00;160;1;0;0;0;4;1;0;"     sci"
841;1990;0;19,20;67,00;176;1;0;0;0;5;1;0;"     sci"
842;1990;1;19,20;62,00;168;1;0;0;0;4;1;0;"     sci"
843;1990;1;20,00;60,00;163;1;0;0;0;6;1;1;"     sci"
844;1990;1;21,60;59,00;165;0;0;1;0;6;0;0;"     tec"
845;1990;0;19,40;65,00;166;1;0;0;0;5;0;1;"     sci"
846;1990;1;21,80;54,00;158;0;0;1;0;5;0;0;"     tec"
847;1990;1;22,10;52,00;165;0;0;1;0;4;0;1;"     tec"
848;1990;1;19,30;56,00;172;1;0;0;0;5;1;0;"     sci"
849;1990;0;22,80;85,00;178;1;0;0;0;4;0;1;"     sci"
850;1990;0;20,30;70,00;175;1;0;0;0;5;1;0;"     sci"
851;1990;0;20,80;73,00;179;0;1;0;0;3;1;0;"     cla"
852;1990;0;21,90;75,00;191;0;0;1;0;8;1;0;"     tec"
853;1990;1;20,10;54,00;160;0;1;0;0;9;0;0;"     cla"
854;1990;0;19,30;77,00;182;1;0;0;0;5;1;0;"     sci"
855;1990;1;20,60;52,00;162;0;0;1;0;4;0;0;"     tec"
856;1990;0;26,80;77,00;180;0;0;1;0;3;1;0;"     tec"
857;1990;1;19,10;58,00;160;0;1;0;0;5;0;0;"     cla"
858;1990;1;21,00;49,00;160;0;0;1;0;4;0;0;"     tec"
859;1990;1;19,20;51,00;163;0;0;1;0;5;1;0;"     tec"
860;1990;1;19,20;57,00;165;0;0;1;0;5;1;0;"     tec"
861;1990;1;19,30;50,00;165;0;0;1;0;6;1;0;"     tec"
862;1990;1;19,30;57,00;167;0;1;0;0;4;1;0;"     cla"
863;1990;1;20,70;54,00;167;0;0;1;0;4;0;0;"     tec"
864;1990;0;20,00;74,00;179;0;1;0;0;4;0;0;"     cla"
865;1990;1;22,90;63,00;169;0;1;0;0;5;1;1;"     cla"
866;1990;1;20,60;50,00;163;0;0;1;0;3;0;0;"     tec"
867;1990;1;19,10;54,00;167;0;1;0;0;4;0;1;"     cla"
868;1990;1;19,60;60,00;175;0;0;0;1;5;1;0;"     alt"
869;1990;1;20,70;72,00;173;0;0;0;1;3;1;1;"     alt"
870;1990;1;19,50;55,00;160;1;0;0;0;3;0;0;"     sci"
871;1990;1;22,00;48,00;165;0;0;0;1;4;0;1;"     alt"
872;1990;0;23,60;56,00;168;0;1;0;0;3;1;0;"     cla"
873;1990;1;21,70;55,00;155;0;0;1;0;7;1;0;"     tec"
874;1990;1;19,10;59,00;167;0;1;0;0;6;1;1;"     cla"
875;1990;1;21,10;50,00;157;0;0;1;0;5;1;0;"     tec"
876;1990;1;19,50;68,00;173;0;1;0;0;5;0;0;"     cla"
877;1990;1;20,90;59,00;168;0;1;0;0;7;1;0;"     cla"
878;1990;1;19,80;58,00;167;1;0;0;0;4;1;0;"     sci"
879;1990;0;20,50;75,00;175;1;0;0;0;3;1;0;"     sci"
880;1990;1;19,70;52,00;168;0;1;0;0;4;1;0;"     cla"
881;1990;1;24,80;59,00;173;0;0;1;0;6;1;0;"     tec"
882;1990;1;19,70;58,00;167;1;0;0;0;5;1;0;"     sci"
883;1990;0;24,60;72,00;176;0;0;1;0;5;1;1;"     tec"
884;1990;0;19,20;70,00;183;0;1;0;0;6;1;0;"     cla"
885;1990;1;21,00;52,00;170;0;0;0;1;4;0;0;"     alt"
886;1990;1;20,80;53,00;162;0;1;0;0;4;1;0;"     cla"
887;1990;1;20,50;90,00;172;0;0;0;1;3;0;1;"     alt"
888;1990;0;19,30;60,00;170;1;0;0;0;4;0;0;"     sci"
889;1990;1;19,60;58,00;168;0;0;1;0;4;0;0;"     tec"
890;1990;1;21,10;50,00;157;0;0;1;0;5;1;1;"     tec"
891;1990;1;22,00;55,00;160;1;0;0;0;5;0;1;"     sci"
892;1990;1;20,80;50,00;160;0;1;0;0;5;1;0;"     cla"
893;1990;1;19,50;61,00;168;0;0;1;0;5;1;0;"     tec"
894;1990;1;20,60;49,00;158;0;1;0;0;7;0;0;"     cla"
895;1990;1;20,40;50,00;160;0;1;0;0;6;1;0;"     cla"
896;1990;1;20,50;53,00;158;0;0;0;1;5;1;0;"     alt"
897;1990;1;22,40;66,00;168;0;1;0;0;4;1;0;"     cla"
898;1990;0;20,20;66,00;176;0;0;1;0;5;0;1;"     tec"
899;1990;1;22,50;55,00;170;0;0;1;0;7;0;0;"     tec"
900;1990;1;20,80;48,00;160;0;1;0;0;5;0;0;"     cla"
901;1990;1;21,10;50,00;169;0;1;0;0;4;0;0;"     cla"
902;1990;1;19,20;69,00;168;0;1;0;0;5;1;0;"     cla"
903;1990;1;24,70;47,00;158;0;0;1;0;5;0;1;"     tec"
904;1990;0;26,20;58,00;164;1;0;0;0;2;0;0;"     sci"
905;1990;1;20,60;57,00;156;0;1;0;0;4;1;1;"     cla"
906;1990;1;20,30;50,00;160;1;0;0;0;4;0;0;"     sci"
907;1990;1;20,80;50,00;160;0;1;0;0;4;0;0;"     cla"
908;1990;0;20,50;61,00;170;0;0;1;0;4;1;0;"     tec"
909;1990;0;24,90;71,00;171;1;0;0;0;5;1;0;"     sci"
910;1990;1;23,00;57,00;158;0;1;0;0;4;1;0;"     cla"
911;1990;0;19,60;91,00;190;0;0;1;0;5;0;0;"     tec"
912;1990;1;19,30;65,00;170;0;1;0;0;5;0;0;"     cla"
913;1990;1;24,70;60,00;169;1;0;0;0;3;0;0;"     sci"
914;1990;1;29,30;50,00;158;0;1;0;0;3;1;0;"     cla"
915;1990;0;20,50;82,00;174;1;0;0;0;5;1;1;"     sci"
916;1990;0;24,40;78,00;188;0;0;1;0;4;1;0;"     tec"
917;1990;0;22,60;58,00;167;1;0;0;0;5;0;1;"     sci"
918;1990;1;22,40;53,00;162;0;1;0;0;3;1;0;"     cla"
919;1990;0;23,10;66,00;171;0;0;1;0;6;0;0;"     tec"
920;1990;1;20,50;50,00;165;0;1;0;0;5;0;0;"     cla"
921;1990;0;19,40;65,00;173;1;0;0;0;6;1;1;"     sci"
922;1990;1;23,80;54,00;164;0;1;0;0;5;0;0;"     cla"
923;1990;1;20,80;53,00;165;1;0;0;0;4;1;0;"     sci"
924;1990;0;19,50;74,00;174;0;0;1;0;4;1;0;"     tec"
925;1990;0;24,40;75,00;175;0;0;1;0;5;1;0;"     tec"
926;1990;1;21,10;57,00;175;1;0;0;0;4;0;0;"     sci"
927;1990;1;21,10;53,00;160;1;0;0;0;5;1;0;"     sci"
928;1990;1;19,30;59,00;172;0;1;0;0;4;0;0;"     cla"
929;1990;0;19,10;80,00;176;0;0;1;0;4;0;0;"     tec"
930;1990;1;21,00;60,00;163;1;0;0;0;4;0;0;"     sci"
931;1990;0;19,50;95,00;193;1;0;0;0;3;1;0;"     sci"
932;1990;1;20,80;49,00;158;0;1;0;0;3;1;0;"     cla"
933;1990;0;19,50;68,00;172;0;1;0;0;4;1;0;"     cla"
934;1990;1;19,30;52,00;172;0;1;0;0;7;1;0;"     cla"
935;1990;1;19,10;58,00;170;0;0;0;1;4;1;1;"     alt"
936;1990;1;19,20;58,00;166;0;0;0;1;6;1;1;"     alt"
937;1990;1;20,80;54,00;163;0;1;0;0;7;1;0;"     cla"
938;1990;1;20,50;45,00;151;0;1;0;0;5;0;0;"     cla"
939;1990;1;19,40;65,00;163;1;0;0;0;3;1;0;"     sci"
940;1990;0;20,20;65,00;165;1;0;0;0;6;0;0;"     sci"
941;1990;1;19,30;72,00;165;1;0;0;0;5;0;0;"     sci"
942;1990;1;22,00;48,00;160;1;0;0;0;5;1;1;"     sci"
943;1990;1;20,70;49,00;158;0;1;0;0;5;0;0;"     cla"
944;1990;0;20,10;93,00;186;1;0;0;0;5;0;0;"     sci"
945;1990;0;19,30;65,00;183;1;0;0;0;4;0;1;"     sci"
946;1990;0;20,30;70,00;176;0;0;1;0;4;0;0;"     tec"
947;1990;0;20,90;65,00;180;1;0;0;0;4;0;0;"     sci"
948;1990;1;20,50;59,00;170;0;1;0;0;5;1;0;"     cla"
949;1990;1;20,20;53,00;165;0;1;0;0;5;0;0;"     cla"
950;1990;1;22,10;51,00;164;0;1;0;0;6;1;0;"     cla"
951;1990;1;19,60;57,00;170;0;0;0;1;3;0;0;"     alt"
952;1990;1;21,00;60,00;163;0;1;0;0;5;0;1;"     cla"
953;1990;1;19,20;64,00;164;0;1;0;0;2;1;0;"     cla"
954;1990;0;21,70;72,00;180;1;0;0;0;5;1;0;"     sci"
955;1990;1;22,70;56,00;165;0;0;1;0;6;1;1;"     tec"
956;1990;1;23,00;60,00;160;0;1;0;0;3;0;1;"     cla"
957;1990;1;20,20;65,00;163;0;1;0;0;5;0;0;"     cla"
958;1990;1;20,90;53,00;165;0;1;0;0;6;0;0;"     cla"
959;1990;0;20,40;72,00;175;1;0;0;0;5;0;0;"     sci"
960;1990;0;25,40;75,00;185;0;1;0;0;5;1;0;"     cla"
961;1990;0;23,80;100,00;195;1;0;0;0;4;0;1;"     sci"
962;1990;0;19,10;84,00;184;0;1;0;0;3;1;0;"     cla"
963;1990;0;20,10;88,00;170;0;0;1;0;5;0;0;"     tec"
964;1990;1;20,60;46,00;158;0;0;1;0;4;0;1;"     tec"
965;1990;1;19,40;60,00;170;0;0;1;0;5;0;1;"     tec"
966;1990;1;20,90;49,00;160;0;1;0;0;5;0;0;"     cla"
967;1990;1;20,60;44,00;165;0;1;0;0;4;1;0;"     cla"
968;1990;1;20,50;59,00;172;0;1;0;0;4;0;0;"     cla"
969;1990;1;19,10;56,00;162;0;0;0;1;3;0;1;"     alt"
970;1990;0;21,50;95,00;186;0;1;0;0;5;1;1;"     cla"
971;1990;1;22,70;73,00;178;1;0;0;0;5;1;1;"     sci"
972;1990;1;19,60;55,00;157;0;0;0;1;6;1;0;"     alt"
973;1990;0;22,40;68,00;168;0;0;1;0;5;0;0;"     tec"
974;1990;0;20,80;70,00;180;1;0;0;0;5;0;0;"     sci"
975;1990;1;20,70;48,00;168;0;1;0;0;3;1;0;"     cla"
976;1990;1;22,00;60,00;158;0;1;0;0;4;1;0;"     cla"
977;1990;1;20,50;55,00;162;0;1;0;0;6;1;0;"     cla"
978;1990;1;20,20;48,00;158;0;1;0;0;3;1;1;"     cla"
979;1990;1;19,50;45,00;158;0;1;0;0;4;1;0;"     cla"
980;1990;1;20,20;74,00;160;0;0;0;1;5;0;0;"     alt"
981;1990;0;21,60;63,00;180;1;0;0;0;4;1;0;"     sci"
982;1990;0;21,30;80,00;180;0;0;1;0;5;1;0;"     tec"
983;1990;1;22,00;51,00;164;0;1;0;0;4;0;0;"     cla"
984;1990;1;20,40;50,00;155;0;1;0;0;5;1;0;"     cla"
985;1990;0;19,40;85,00;171;0;0;1;0;4;0;1;"     tec"
986;1990;1;19,20;51,00;161;0;0;1;0;4;1;0;"     tec"
987;1990;1;23,80;54,00;163;0;1;0;0;5;1;0;"     cla"
988;1990;1;24,70;54,00;168;1;0;0;0;5;1;0;"     sci"
989;1990;1;21,00;44,00;150;0;1;0;0;5;0;0;"     cla"
990;1990;0;21,30;84,00;185;0;1;0;0;5;0;0;"     cla"
991;1990;0;19,20;75,00;180;0;0;1;0;5;0;1;"     tec"
992;1990;0;21,60;58,00;171;0;1;0;0;4;0;0;"     cla"
993;1990;1;32,30;65,00;160;0;0;1;0;3;1;0;"     tec"
994;1990;0;20,60;65,00;169;0;1;0;0;4;1;0;"     cla"
995;1990;0;20,60;70,00;178;1;0;0;0;3;0;0;"     sci"
996;1990;0;20,80;79,00;185;0;1;0;0;3;1;0;"     cla"
997;1990;1;20,20;49,00;160;0;1;0;0;4;1;0;"     cla"
998;1990;1;23,70;51,00;155;0;0;1;0;4;0;0;"     tec"
999;1990;1;23,60;76,00;176;0;1;0;0;5;0;1;"     cla"
1000;1990;1;19,50;53,00;159;1;0;0;0;4;1;0;"     sci"
1001;1990;1;23,60;68,00;166;0;1;0;0;4;1;0;"     cla"
1002;1990;0;19,90;60,00;168;0;1;0;0;4;1;0;"     cla"
1003;1990;0;22,00;86,00;181;1;0;0;0;5;0;1;"     sci"
1004;1990;0;20,80;83,00;178;1;0;0;0;5;1;0;"     sci"
1005;1990;0;19,70;72,00;174;1;0;0;0;4;0;1;"     sci"
1006;1990;1;19,80;60,00;169;0;0;0;1;5;1;0;"     alt"
1007;1990;1;19,30;50,00;160;1;0;0;0;4;1;0;"     sci"
1008;1990;1;19,40;60,00;166;0;1;0;0;4;1;0;"     cla"
1009;1990;0;21,80;74,00;172;1;0;0;0;4;0;0;"     sci"
1010;1990;0;19,30;67,00;173;1;0;0;0;5;0;1;"     sci"
1011;1990;0;22,40;55,00;162;0;0;1;0;5;1;0;"     tec"
1012;1990;0;22,70;85,00;182;1;0;0;0;4;1;1;"     sci"
1013;1990;0;25,70;68,00;170;1;0;0;0;5;1;0;"     sci"
1014;1990;1;19,20;51,00;160;0;0;1;0;4;0;0;"     tec"
1015;1990;0;21,80;88,00;181;0;1;0;0;5;0;1;"     cla"
1016;1990;1;22,90;48,00;160;0;0;1;0;5;0;1;"     tec"
1017;1990;1;21,40;58,00;157;0;0;1;0;6;1;1;"     tec"
1018;1990;1;28,70;57,00;170;0;0;1;0;4;0;1;"     tec"
1019;1990;0;24,70;90,00;175;1;0;0;0;4;1;1;"     sci"
1020;1990;0;22,80;65,00;169;0;0;1;0;4;0;1;"     tec"
1021;1990;1;22,90;56,00;158;0;0;0;1;6;1;1;"     alt"
1022;1990;0;19,30;64,00;171;0;0;1;0;3;1;0;"     tec"
1023;1990;0;20,90;87,00;182;0;0;1;0;2;0;1;"     tec"
1024;1990;1;19,30;55,00;157;0;1;0;0;4;1;0;"     cla"
1025;1990;1;26,20;56,00;165;0;1;0;0;4;1;0;"     cla"
1026;1990;0;23,80;62,00;171;0;1;0;0;4;0;0;"     cla"
1027;1990;0;22,40;68,00;178;0;0;1;0;6;1;1;"     tec"
1028;1990;1;20,70;67,00;170;0;0;1;0;8;1;0;"     tec"
1029;1990;1;22,50;57,00;167;0;0;1;0;5;0;0;"     tec"
1030;1990;1;19,10;67,00;168;0;0;1;0;5;0;1;"     tec"
1031;1990;1;22,90;58,00;168;1;0;0;0;4;1;1;"     sci"
1032;1990;0;26,50;70,00;170;0;0;1;0;4;0;0;"     tec"
1033;1990;1;24,20;52,00;166;0;1;0;0;6;0;0;"     cla"
1034;1990;1;20,40;54,00;163;0;0;1;0;4;0;0;"     tec"
1035;1990;0;22,00;89,00;184;0;0;1;0;4;0;0;"     tec"
1036;1990;1;21,90;58,00;168;1;0;0;0;5;1;0;"     sci"
1037;1990;1;21,80;61,00;165;0;0;1;0;5;0;0;"     tec"
1038;1990;0;22,80;76,00;194;0;0;1;0;4;0;0;"     tec"
1039;1990;0;22,80;84,00;178;0;0;1;0;3;1;0;"     tec"
1040;1990;0;24,50;67,00;170;0;0;0;1;7;0;1;"     alt"
1041;1990;1;21,40;50,00;162;0;0;0;1;6;0;1;"     alt"
1042;1990;1;24,50;58,00;168;0;1;0;0;3;0;0;"     cla"
1043;1990;1;19,40;65,00;169;0;0;1;0;4;0;0;"     tec"
1044;1990;1;20,40;56,00;159;1;0;0;0;6;0;0;"     sci"
1045;1990;1;21,30;60,00;163;1;0;0;0;4;0;1;"     sci"
1046;1990;1;31,90;65,00;162;0;1;0;0;4;1;1;"     cla"
1047;1990;1;19,50;57,00;165;0;1;0;0;4;1;0;"     cla"
1048;1990;1;19,70;51,00;169;0;1;0;0;5;0;0;"     cla"
1049;1990;0;21,30;77,00;172;0;1;0;0;4;1;1;"     cla"
1050;1990;1;21,10;49,00;158;0;0;1;0;4;1;0;"     tec"
1051;1990;0;21,10;55,00;167;0;0;0;1;8;0;0;"     alt"
1052;1990;1;21,00;55,00;155;0;0;1;0;4;0;0;"     tec"
1053;1990;1;22,80;55,00;160;0;0;1;0;5;1;0;"     tec"
1054;1990;0;26,10;72,00;175;1;0;0;0;4;1;1;"     sci"
1055;1990;0;39,90;75,00;174;0;1;0;0;4;1;1;"     cla"
1056;1990;1;22,10;65,00;164;1;0;0;0;6;1;0;"     sci"
1057;1990;1;19,20;60,00;170;0;0;1;0;5;1;0;"     tec"
1058;1990;0;35,30;73,00;168;0;0;1;0;1;1;1;"     tec"
1059;1990;0;31,20;80,00;171;0;0;1;0;1;0;1;"     tec"
1060;1990;1;19,40;61,00;162;0;1;0;0;6;1;0;"     cla"
1061;1990;1;19,50;55,00;166;1;0;0;0;5;0;1;"     sci"
1062;1990;1;20,80;49,00;166;0;1;0;0;4;1;1;"     cla"
1063;1990;1;20,60;54,00;160;0;1;0;0;5;0;0;"     cla"
1064;1990;1;20,20;60,00;166;1;0;0;0;5;0;0;"     sci"
1065;1990;1;19,60;55,00;163;0;1;0;0;3;1;1;"     cla"
1066;1990;1;19,70;48,00;158;0;1;0;0;6;0;0;"     cla"
1067;1990;1;21,90;49,00;165;1;0;0;0;4;1;1;"     sci"
1068;1990;0;20,70;82,00;178;1;0;0;0;4;1;0;"     sci"
1069;1990;1;22,30;90,00;170;1;0;0;0;3;1;1;"     sci"
1070;1990;1;22,50;68,00;168;0;0;1;0;4;1;0;"     tec"
1071;1990;1;20,70;65,00;168;1;0;0;0;5;0;0;"     sci"
1072;1990;1;20,40;47,00;150;0;1;0;0;4;1;0;"     cla"
1073;1990;0;29,00;72,00;180;0;0;1;0;5;1;1;"     tec"
1074;1990;0;21,30;80,00;181;1;0;0;0;6;0;0;"     sci"
1075;1990;0;20,80;58,00;174;1;0;0;0;4;0;0;"     sci"
1076;1990;0;20,40;60,00;172;1;0;0;0;5;0;1;"     sci"
1077;1990;0;23,70;68,00;166;0;0;1;0;3;1;0;"     tec"
1078;1990;0;21,10;78,00;182;0;0;1;0;3;1;1;"     tec"
1079;1990;1;21,30;60,00;166;1;0;0;0;4;1;0;"     sci"
1080;1990;1;24,30;53,00;154;0;0;1;0;4;1;0;"     tec"
1081;1990;1;21,60;57,00;158;0;1;0;0;5;0;1;"     cla"
1082;1991;1;20,50;61,00;160;1;0;0;0;5;0;0;"     sci"
1083;1991;1;23,60;54,50;163;0;1;0;0;4;1;0;"     cla"
1084;1991;1;20,40;57,00;167;0;1;0;0;4;0;0;"     cla"
1085;1991;1;21,00;63,00;167;1;0;0;0;4;0;1;"     sci"
1086;1991;1;24,80;60,00;168;0;0;1;0;5;1;0;"     tec"
1087;1991;1;19,10;68,00;172;0;1;0;0;4;1;1;"     cla"
1088;1991;1;21,80;55,00;156;0;1;0;0;4;1;0;"     cla"
1089;1991;1;19,20;52,00;158;0;0;1;0;3;0;0;"     tec"
1090;1991;1;19,20;52,00;154;0;0;1;0;5;1;0;"     tec"
1091;1991;1;19,30;55,00;160;0;1;0;0;5;0;0;"     cla"
1092;1991;1;21,80;52,00;160;0;0;1;0;4;0;0;"     tec"
1093;1991;1;24,80;56,00;160;0;1;0;0;5;1;1;"     cla"
1094;1991;1;22,80;59,00;158;0;0;1;0;5;0;1;"     tec"
1095;1991;1;22,80;50,00;160;1;0;0;0;5;0;0;"     sci"
1096;1991;1;24,30;48,00;160;0;0;1;0;4;1;0;"     tec"
1097;1991;1;20,30;64,00;155;0;0;1;0;8;0;0;"     tec"
1098;1991;1;23,40;55,00;165;0;1;0;0;2;0;0;"     cla"
1099;1991;1;20,80;45,00;160;1;0;0;0;5;0;0;"     sci"
1100;1991;1;20,50;54,00;167;1;0;0;0;5;0;0;"     sci"
1101;1991;1;29,30;63,00;162;0;1;0;0;4;1;1;"     cla"
1102;1991;1;19,10;55,00;158;0;0;1;0;8;0;0;"     tec"
1103;1991;1;20,70;56,00;165;1;0;0;0;3;1;0;"     sci"
1104;1991;1;20,70;60,00;165;0;1;0;0;4;1;0;"     cla"
1105;1991;1;19,20;50,00;163;0;0;1;0;4;0;0;"     tec"
1106;1991;1;23,30;52,00;165;0;0;1;0;6;1;0;"     tec"
1107;1991;1;22,60;51,50;163;0;1;0;0;5;0;0;"     cla"
1108;1991;1;20,60;58,00;160;1;0;0;0;4;0;0;"     sci"
1109;1991;1;20,30;60,00;160;0;1;0;0;5;0;0;"     cla"
1110;1991;1;50,00;58,00;150;0;1;0;0;4;1;1;"     cla"
1111;1991;1;20,60;64,00;168;0;0;0;1;7;0;0;"     alt"
1112;1991;1;20,00;72,00;163;1;0;0;0;4;1;0;"     sci"
1113;1991;1;24,20;61,00;163;0;0;1;0;5;1;0;"     tec"
1114;1991;1;20,50;48,00;158;0;1;0;0;4;1;0;"     cla"
1115;1991;1;20,70;56,00;172;0;0;0;1;3;0;0;"     alt"
1116;1991;1;21,00;54,00;161;0;1;0;0;5;1;0;"     cla"
1117;1991;1;19,10;52,00;169;0;1;0;0;5;0;0;"     cla"
1118;1991;1;22,40;70,00;178;0;1;0;0;6;1;0;"     cla"
1119;1991;1;21,00;58,00;170;0;1;0;0;5;1;0;"     cla"
1120;1991;1;19,60;53,00;161;0;1;0;0;4;1;1;"     cla"
1121;1991;1;20,30;59,00;166;0;0;0;1;4;1;0;"     alt"
1122;1991;1;19,20;43,00;153;0;1;0;0;4;1;0;"     cla"
1123;1991;1;20,80;68,00;174;0;1;0;0;4;1;0;"     cla"
