"N";"AltInch";"PesoPounds"
10421;67,87;132,28
10422;68,20;122,24
10423;68,02;121,69
10424;70,11;130,60
10425;69,95;145,44
10426;70,21;147,66
10427;70,92;129,89
10428;64,90;111,05
10429;65,83;120,83
10430;67,36;131,84
10431;65,16;127,15
10432;65,57;121,47
10433;69,58;128,13
10434;69,20;139,19
10435;68,24;138,99
10436;70,38;133,41
10437;68,32;133,81
10438;64,35;133,67
10439;66,98;120,69
10440;69,39;126,77
10441;66,24;99,07
10442;70,81;137,02
10443;72,21;135,00
10444;69,06;142,61
10445;70,86;130,74
10446;73,33;133,41
10447;69,71;133,56
10448;68,72;134,55
10449;70,15;143,24
10450;71,07;128,12
10451;68,77;145,20
10452;69,30;114,18
10453;69,12;147,13
10454;68,91;132,50
10455;67,71;129,38
10456;63,00;116,14
10457;68,78;128,57
10458;63,02;96,47
10459;68,89;136,21
10460;66,21;132,25
10461;68,06;141,57
10462;67,57;128,32
10463;66,11;136,99
10464;66,22;106,20
10465;64,08;111,72
10466;66,77;108,85
10467;67,33;133,23
10468;65,75;140,62
10469;69,00;141,83
10470;69,17;139,78
10471;65,96;102,38
10472;64,14;115,09
10473;67,01;119,80
10474;68,14;128,02
10475;67,35;119,25
10476;66,94;129,58
10477;69,23;124,81
10478;64,77;89,64
10479;69,54;125,97
10480;68,95;124,34
10481;68,80;138,00
10482;69,31;131,67
10483;72,35;139,20
10484;66,13;118,55
10485;67,77;117,44
10486;68,65;107,88
10487;67,91;131,65
10488;70,34;131,60
10489;71,06;152,84
10490;68,39;123,42
10491;66,79;131,51
10492;64,93;103,75
10493;70,14;117,88
10494;64,00;104,34
10495;69,51;129,96
10496;66,94;117,66
10497;70,87;149,14
10498;65,24;116,99
10499;69,49;126,09
10500;68,08;128,07
10501;70,65;149,47
10502;64,93;96,67
10503;68,70;124,51
10504;67,11;119,02
10505;70,00;140,93
10506;72,37;156,84
10507;68,17;115,13
10508;67,24;135,01
10509;66,04;127,90
10510;64,85;115,52
10511;69,52;130,59
10512;68,82;132,17
10513;69,41;137,92
10514;69,05;111,39
10515;68,89;119,67
10516;68,73;130,25
10517;69,49;132,17
10518;64,10;121,07
10519;68,30;142,31
10520;68,71;114,00
10521;65,69;107,63
10522;68,09;115,47
10523;66,51;135,75
10524;68,52;133,33
10525;69,20;135,97
10526;67,70;120,99
10527;68,15;130,74
10528;67,18;106,79
10529;68,50;119,49
10530;66,51;138,54
10531;66,27;115,60
10532;67,47;114,97
10533;67,17;134,85
10534;70,21;141,92
10535;66,48;113,24
10536;67,38;139,69
10537;69,63;147,21
10538;69,05;145,23
10539;67,73;99,74
10540;68,04;127,53
10541;70,50;143,05
10542;68,61;122,28
10543;70,54;142,29
10544;65,89;118,09
10545;71,21;157,45
10546;68,20;114,47
10547;67,74;138,14
10548;66,26;110,32
10549;65,53;105,82
10550;66,51;113,19
10551;67,35;131,43
10552;70,30;133,80
10553;67,04;112,98
10554;67,73;110,59
10555;69,66;140,41
10556;69,98;148,95
10557;66,79;127,37
10558;66,00;133,99
10559;66,62;130,08
10560;69,74;132,06
10561;66,16;131,03
10562;70,20;132,29
10563;68,60;135,49
10564;70,62;111,88
10565;66,94;119,77
10566;70,34;121,93
10567;65,49;108,34
10568;68,89;128,01
10569;66,19;125,14
10570;66,36;123,12
10571;66,77;137,37
10572;68,09;120,49
10573;68,22;149,19
10574;70,09;139,63
10575;72,17;128,16
10576;68,84;143,53
10577;69,66;136,68
10578;68,72;132,28
10579;65,52;129,23
10580;70,69;127,58
10581;67,00;119,88
10582;67,55;121,78
10583;68,93;118,05
10584;66,89;129,44
10585;66,87;132,15
10586;69,27;130,89
10587;68,63;112,58
10588;66,02;134,95
10589;67,31;126,35
10590;70,64;121,93
10591;66,58;131,69
10592;66,24;126,22
10593;65,96;126,72
10594;66,08;130,15
10595;68,74;126,07
10596;68,38;152,44
10597;64,73;122,42
10598;68,56;135,63
10599;67,50;124,77
10600;69,83;132,62
10601;66,93;131,64
10602;67,87;117,89
10603;66,38;127,82
10604;66,71;114,60
10605;69,92;160,48
10606;65,60;116,68
10607;68,94;132,74
10608;67,35;116,31
10609;69,26;126,22
10610;64,78;124,42
10611;69,00;131,05
10612;67,94;149,56
10613;69,77;127,89
10614;68,26;127,99
10615;68,02;131,20
10616;69,04;113,56
10617;67,98;137,09
10618;63,50;114,87
10619;69,56;127,96
10620;69,10;119,20
10621;69,17;134,15
10622;67,06;120,71
10623;70,89;131,76
10624;69,36;137,56
10625;66,55;124,59
10626;68,00;129,67
10627;67,29;115,12
10628;66,88;118,45
10629;73,22;137,07
10630;66,95;128,89
10631;65,93;117,84
10632;68,06;98,90
10633;65,97;140,00
10634;69,32;138,60
10635;68,01;116,15
10636;73,88;135,98
10637;68,72;128,30
10638;66,98;129,62
10639;67,65;147,70
10640;66,73;138,52
10641;67,57;105,32
10642;70,88;139,68
10643;68,64;134,53
10644;66,38;128,88
10645;67,74;128,62
10646;69,42;137,13
10647;64,21;113,66
10648;69,04;135,66
10649;68,44;143,89
10650;69,86;123,23
10651;67,27;112,17
10652;69,26;121,27
10653;65,83;129,26
10654;66,56;129,34
10655;66,89;137,69
10656;69,58;113,66
10657;69,61;136,28
10658;67,90;136,03
10659;66,44;129,47
10660;70,13;134,46
10661;67,24;134,08
10662;71,40;118,80
10663;68,81;116,53
10664;66,00;120,30
10665;66,82;125,15
10666;66,77;123,67
10667;64,55;113,87
10668;67,49;137,17
10669;72,09;134,27
10670;71,48;105,53
10671;67,70;130,57
10672;69,02;114,35
10673;66,73;119,01
10674;64,09;107,08
10675;69,55;115,73
10676;67,28;131,31
10677;70,83;142,29
10678;65,30;119,71
10679;68,17;126,07
10680;67,49;109,84
10681;67,69;123,86
10682;68,89;138,01
10683;66,69;121,12
10684;68,02;131,32
10685;72,32;130,07
10686;67,89;119,98
10687;65,94;100,58
10688;68,43;137,93
10689;68,34;129,99
10690;67,50;112,61
10691;65,73;115,52
10692;68,45;122,79
10693;68,09;112,69
10694;66,87;111,72
10695;68,78;118,66
10696;67,76;117,16
10697;66,92;133,96
10698;70,48;122,85
10699;66,90;126,64
10700;67,21;155,00
10701;67,93;119,76
10702;69,36;138,43
10703;67,20;129,39
10704;66,11;113,17
10705;68,87;141,56
10706;72,13;129,69
10707;66,47;121,80
10708;67,44;136,29
10709;66,45;133,11
10710;64,93;113,58
10711;71,13;151,46
10712;68,14;130,19
10713;69,80;131,17
10714;69,09;126,15
10715;70,73;141,72
10716;69,69;135,32
10717;67,18;137,38
10718;70,75;123,48
10719;70,79;125,78
10720;67,59;128,55
10721;69,14;153,36
10722;68,47;137,35
10723;71,26;145,03
10724;69,58;131,74
10725;67,99;118,22
10726;67,12;126,12
10727;66,94;118,11
10728;69,35;141,22
10729;68,86;136,92
10730;67,19;136,82
10731;66,15;123,95
10732;67,66;135,26
10733;63,29;111,40
10734;71,77;145,71
10735;70,76;134,89
10736;65,76;110,01
10737;69,57;136,34
10738;69,77;111,55
10739;71,90;141,45
10740;71,83;139,78
10741;69,74;124,42
10742;65,40;122,80
10743;69,73;152,69
10744;68,05;115,71
10745;65,56;101,79
10746;68,58;121,28
10747;70,54;121,36
10748;68,62;116,44
10749;67,30;125,71
10750;67,86;132,47
10751;68,18;111,69
10752;67,12;123,53
10753;67,50;127,54
10754;69,74;136,43
10755;65,94;119,31
10756;66,03;116,21
10757;66,74;136,23
10758;69,30;118,51
10759;69,05;144,80
10760;68,50;133,94
10761;66,63;118,14
10762;68,67;124,65
10763;69,93;138,83
10764;69,11;151,11
10765;67,21;132,83
10766;68,94;115,66
10767;71,68;138,07
10768;67,71;120,45
10769;66,04;129,71
10770;69,56;129,73
10771;67,04;136,41
10772;66,11;104,47
10773;67,56;117,35
10774;68,21;119,40
10775;69,04;127,16
10776;65,20;132,57
10777;66,56;135,51
10778;69,09;144,58
10779;67,34;118,70
10780;67,37;120,62
10781;69,39;138,41
10782;69,52;145,15
10783;68,78;139,91
10784;66,75;111,25
10785;65,84;136,90
10786;66,74;112,71
10787;69,84;150,58
10788;69,66;144,41
10789;70,61;122,71
10790;64,87;127,74
10791;68,09;123,50
10792;64,12;125,82
10793;69,13;152,25
10794;70,70;133,33
10795;66,38;115,68
10796;66,95;128,16
10797;69,33;131,26
10798;67,63;123,74
10799;68,67;112,05
10800;66,97;133,79
10801;69,32;118,63
10802;68,65;117,34
10803;69,52;130,05
10804;67,50;120,59
10805;68,41;130,55
10806;67,18;119,24
10807;67,64;129,87
10808;67,63;111,94
10809;71,08;144,09
10810;66,35;135,08
10811;66,55;125,18
10812;69,48;144,44
10813;72,13;141,11
10814;68,37;130,76
10815;65,24;107,33
10816;68,35;122,44
10817;67,12;123,79
10818;70,71;129,56
10819;70,10;147,69
10820;69,91;128,88
10821;67,03;118,51
10822;68,48;135,00
10823;62,50;126,83
10824;66,28;122,12
10825;71,18;147,74
10826;64,96;118,97
10827;66,83;119,14
10828;69,31;143,31
10829;68,00;124,00
10830;70,93;138,55
10831;69,55;127,66
10832;67,04;125,60
10833;66,68;126,46
10834;66,96;144,43
10835;66,45;106,88
10836;69,38;114,71
10837;68,39;131,85
10838;65,99;118,32
10839;68,32;136,50
10840;69,10;130,01
10841;68,42;121,45
10842;68,20;133,09
10843;67,82;126,27
10844;66,20;123,24
10845;70,02;132,51
10846;72,33;146,11
10847;69,07;133,80
10848;63,47;109,42
10849;68,39;132,96
10850;66,38;107,86
10851;66,35;141,07
10852;67,90;127,89
10853;67,99;135,20
10854;69,33;116,20
10855;67,60;134,35
10856;67,39;118,18
10857;65,40;138,02
10858;67,08;125,03
10859;66,14;117,12
10860;69,02;147,04
10861;65,41;118,18
10862;62,44;97,60
10863;66,46;116,95
10864;70,57;125,93
10865;67,11;129,80
10866;69,02;117,03
10867;65,29;103,31
10868;67,25;122,74
10869;67,77;135,98
10870;70,45;127,58
10871;71,46;136,17
10872;67,65;114,26
10873;67,83;133,70
10874;67,38;124,53
10875;67,91;122,51
10876;65,85;119,99
10877;70,53;145,75
10878;65,54;127,35
10879;66,72;124,42
10880;68,08;142,20
10881;69,15;133,47
10882;66,47;121,25
10883;64,37;111,24
10884;72,18;145,58
10885;69,04;141,23
10886;66,68;132,18
10887;67,05;116,85
10888;66,72;114,08
10889;67,90;121,88
10890;70,29;135,96
10891;70,14;155,01
10892;64,90;106,24
10893;68,15;155,65
10894;69,76;132,74
10895;65,19;125,91
10896;68,60;130,87
10897;68,31;139,56
10898;69,28;124,08
10899;66,72;120,14
10900;66,25;136,08
10901;70,41;126,65
10902;69,15;122,10
10903;65,90;119,75
10904;68,92;123,61
10905;68,88;130,89
10906;64,58;150,69
10907;66,58;120,63
10908;65,38;115,81
10909;68,45;104,52
10910;68,08;106,14
10911;67,98;124,54
10912;65,43;96,64
10913;68,35;145,94
10914;69,59;141,60
10915;67,76;122,94
10916;66,54;128,58
10917;67,40;129,78
10918;71,61;150,77
10919;69,78;140,50
10920;65,46;108,01
10921;69,84;146,83
10922;67,59;126,31
10923;65,39;130,71
10924;69,16;114,32
10925;70,85;139,41
10926;69,64;137,30
10927;69,75;121,49
10928;67,29;126,72
10929;68,00;103,21
10930;68,23;123,05
10931;69,10;139,38
10932;69,16;132,24
10933;67,40;107,66
10934;66,97;115,91
10935;68,14;149,26
10936;65,77;111,74
10937;68,86;123,20
10938;68,54;125,28
10939;66,24;123,16
10940;66,05;116,52
10941;66,78;124,95
10942;68,22;105,41
10943;70,81;149,88
10944;67,51;126,03
10945;68,72;144,27
10946;69,03;137,28
10947;66,69;127,05
10948;67,66;137,49
10949;70,04;156,45
10950;70,71;128,55
10951;67,21;129,10
10952;69,51;139,29
10953;64,84;99,24
10954;72,42;134,80
10955;69,20;117,09
10956;70,63;144,96
10957;70,21;122,46
10958;70,91;134,62
10959;67,67;111,48
10960;68,51;127,54
10961;67,49;125,22
10962;70,94;127,09
10963;68,22;140,90
10964;67,86;122,26
10965;65,79;104,38
10966;66,93;119,74
10967;65,28;114,23
10968;69,92;124,93
10969;71,99;120,02
10970;67,26;114,26
10971;65,66;113,59
10972;66,50;131,99
10973;67,66;144,23
10974;71,24;136,99
10975;64,63;121,51
10976;69,61;133,26
10977;64,98;136,43
10978;70,80;132,13
10979;67,21;105,33
10980;69,62;124,17
10981;69,67;138,70
10982;66,84;121,04
10983;67,95;138,35
10984;67,91;103,10
10985;68,29;110,39
10986;70,71;131,35
10987;68,38;143,17
10988;66,02;113,80
10989;66,51;110,26
10990;68,05;110,13
10991;68,09;126,97
10992;67,63;114,14
10993;68,35;126,18
10994;66,91;111,58
10995;68,87;120,99
10996;68,03;137,22
10997;71,01;131,44
10998;70,58;140,07
10999;63,17;127,24
11000;69,78;145,07
11001;65,67;123,15
11002;66,51;126,20
11003;68,91;132,49
11004;67,54;105,62
11005;67,16;117,68
11006;70,30;138,42
11007;67,94;118,75
11008;70,17;134,81
11009;68,84;123,08
11010;68,97;138,35
11011;67,87;144,69
11012;68,30;122,02
11013;71,59;147,03
11014;70,97;149,58
11015;67,04;121,50
11016;69,75;140,90
11017;69,34;145,71
11018;68,47;131,83
11019;66,46;126,76
11020;71,68;121,85
11021;67,58;118,71
11022;64,62;111,33
11023;68,08;120,00
11024;69,04;110,33
11025;71,47;140,26
11026;68,29;127,85
11027;66,48;118,21
11028;67,65;118,47
11029;69,55;130,29
11030;68,07;109,85
11031;69,53;116,87
11032;66,55;116,50
11033;71,81;139,70
11034;69,15;126,32
11035;67,38;135,56
11036;64,94;113,00
11037;68,11;136,26
11038;67,87;118,70
11039;71,15;153,57
11040;69,55;119,77
11041;67,32;133,21
11042;67,03;121,79
11043;67,08;132,87
11044;68,11;123,98
11045;67,25;124,31
11046;68,93;134,60
11047;70,99;137,43
11048;66,66;130,24
11049;67,14;124,87
11050;68,01;119,65
11051;68,37;113,71
11052;67,63;127,40
11053;68,78;130,96
11054;67,45;109,28
11055;69,05;129,95
11056;71,58;151,92
11057;71,00;133,31
11058;65,48;115,49
11059;64,84;106,40
11060;67,77;142,93
11061;68,78;120,56
11062;67,73;122,76
11063;67,28;133,09
11064;69,14;131,73
11065;63,68;113,88
11066;66,48;123,30
11067;66,82;133,24
11068;65,74;106,11
11069;70,15;132,25
11070;68,03;124,75
11071;68,73;136,60
11072;66,67;105,84
11073;70,44;143,70
11074;65,21;107,41
11075;69,18;110,26
11076;65,71;123,68
11077;68,20;124,85
11078;65,60;122,04
11079;66,99;105,29
11080;70,96;131,49
11081;64,28;99,82
11082;63,60;122,38
11083;65,05;118,85
11084;67,83;121,39
11085;65,84;122,97
11086;68,81;136,93
11087;69,08;127,07
11088;67,94;120,29
11089;69,52;129,94
11090;67,97;144,70
11091;64,96;109,24
11092;65,55;129,26
11093;68,00;117,07
11094;68,62;139,72
11095;69,17;131,35
11096;68,50;124,30
11097;67,40;137,91
11098;65,09;135,52
11099;68,93;137,89
11100;69,19;138,73
11101;68,16;131,15
11102;69,91;150,75
11103;66,13;112,77
11104;65,84;135,38
11105;66,51;132,30
11106;65,39;129,05
11107;68,35;135,26
11108;65,85;146,82
11109;66,08;126,15
11110;69,56;130,02
11111;68,54;137,66
11112;71,27;124,22
11113;66,03;129,01
11114;68,42;124,83
11115;69,56;130,95
11116;69,77;143,43
11117;70,26;123,39
11118;70,02;133,98
11119;69,23;131,89
11120;67,75;118,82
11121;65,59;110,10
11122;69,77;149,61
11123;69,46;145,28
11124;68,43;135,41
11125;67,05;114,31
11126;66,57;127,93
11127;66,15;128,41
11128;69,05;136,70
11129;66,27;138,90
11130;67,25;135,27
11131;67,83;127,75
11132;65,96;130,82
11133;64,81;116,64
11134;68,43;145,71
11135;67,49;113,46
11136;69,01;137,09
11137;68,57;117,29
11138;67,87;123,07
11139;68,99;131,21
11140;66,69;108,44
11141;65,30;118,10
11142;67,63;127,82
11143;67,76;127,01
11144;69,46;124,02
11145;69,13;123,31
11146;70,76;140,82
11147;69,74;113,05
11148;70,86;144,06
11149;67,96;148,27
11150;68,52;120,64
11151;70,47;133,32
11152;68,13;133,85
11153;67,62;96,74
11154;67,40;134,05
11155;70,70;144,46
11156;67,01;119,13
11157;70,72;125,52
11158;65,09;113,89
11159;71,66;140,54
11160;69,64;119,14
11161;66,06;140,09
11162;69,53;133,45
11163;66,72;130,71
11164;69,14;161,30
11165;68,47;122,32
11166;68,56;125,88
11167;70,33;140,35
11168;64,83;128,47
11169;67,00;133,84
11170;67,61;132,17
11171;69,26;122,94
11172;68,05;125,92
11173;67,01;114,59
11174;74,16;142,77
11175;67,46;123,97
11176;66,59;140,06
11177;65,20;114,19
11178;69,12;143,46
11179;69,04;125,94
11180;67,23;134,93
11181;66,53;124,44
11182;69,28;139,59
11183;67,22;133,88
11184;68,40;109,73
11185;68,52;130,08
11186;66,77;148,07
11187;70,20;137,66
11188;67,77;138,04
11189;65,15;99,84
11190;68,77;129,17
11191;70,98;127,86
11192;67,44;138,85
11193;67,59;137,15
11194;68,09;122,35
11195;68,58;119,81
11196;63,92;94,96
11197;67,13;126,55
11198;67,96;131,44
11199;67,40;117,02
11200;70,08;142,98
11201;67,77;119,22
11202;69,15;127,52
11203;67,00;137,93
11204;69,23;132,55
11205;67,98;129,17
11206;67,20;102,02
11207;68,98;124,21
11208;68,59;126,53
11209;66,25;146,61
11210;63,77;127,35
11211;67,96;125,15
11212;66,16;111,79
11213;68,50;131,57
11214;67,70;136,31
11215;63,33;112,62
11216;70,09;139,51
11217;68,30;134,71
11218;66,46;138,40
11219;68,88;127,64
11220;69,38;122,06
11221;69,00;137,65
11222;70,05;116,61
11223;65,10;123,12
11224;71,15;130,51
11225;67,87;108,98
11226;66,02;127,31
11227;67,78;114,39
11228;69,83;118,47
11229;66,39;108,44
11230;67,72;116,26
11231;67,06;110,05
11232;70,70;135,55
11233;70,03;138,47
11234;68,47;138,76
11235;69,20;140,55
11236;65,23;112,54
11237;68,89;144,47
11238;71,20;146,10
11239;73,45;142,00
11240;64,68;129,21
11241;66,51;97,54
11242;66,56;111,31
11243;67,75;105,95
11244;62,91;123,05
11245;65,18;111,60
11246;66,55;116,34
11247;71,65;143,37
11248;64,46;118,97
11249;66,28;112,24
11250;68,42;119,74
11251;69,38;123,99
11252;65,31;120,07
11253;68,66;123,24
11254;65,97;115,67
11255;69,51;129,70
11256;68,22;122,18
11257;69,83;136,83
11258;63,61;107,13
11259;67,99;136,64
11260;66,89;144,49
11261;68,73;133,83
11262;69,17;139,63
11263;70,58;131,67
11264;67,86;119,98
11265;68,39;134,74
11266;67,88;121,13
11267;64,38;116,02
11268;66,96;129,37
11269;65,86;128,56
11270;65,82;122,19
11271;70,51;138,85
11272;70,42;125,36
11273;66,10;118,94
11274;65,46;131,20
11275;70,91;140,50
11276;68,69;127,69
11277;71,75;149,92
11278;64,82;143,42
11279;66,60;109,14
11280;67,77;133,15
11281;66,56;128,28
11282;68,13;115,70
11283;68,51;119,30
11284;68,07;121,77
11285;70,14;133,77
11286;70,35;144,13
11287;67,58;118,66
11288;65,03;125,74
11289;67,36;127,27
11290;65,76;109,62
11291;67,10;122,75
11292;68,75;143,16
11293;70,97;129,37
11294;65,26;127,36
11295;65,66;131,75
11296;66,53;113,40
11297;66,90;128,49
11298;69,51;131,55
11299;66,61;114,48
11300;71,62;119,75
11301;70,05;123,51
11302;67,48;125,50
11303;68,36;104,50
11304;69,26;129,52
11305;67,87;130,23
11306;63,20;116,37
11307;69,67;134,54
11308;67,37;124,13
11309;67,66;114,75
11310;67,71;111,95
11311;67,58;136,47
11312;68,11;117,51
11313;68,93;144,27
11314;67,62;120,12
11315;65,94;121,16
11316;69,25;134,56
11317;65,95;128,88
11318;67,99;130,72
11319;67,76;137,17
11320;66,67;122,49
11321;66,98;125,90
11322;67,45;131,55
11323;66,42;127,27
11324;67,08;128,72
11325;66,55;110,55
11326;66,76;139,06
11327;68,62;147,02
11328;67,54;126,45
11329;68,83;131,42
11330;67,36;116,38
11331;68,47;133,98
11332;67,35;132,30
11333;68,10;125,07
11334;68,51;131,37
11335;68,68;114,48
11336;66,79;121,90
11337;67,79;115,31
11338;68,82;137,66
11339;66,59;127,61
11340;65,16;121,08
11341;68,93;127,17
11342;69,16;132,65
11343;69,49;121,64
11344;66,46;132,01
11345;69,93;141,88
11346;68,58;118,28
11347;65,72;127,14
11348;67,94;104,28
11349;68,11;131,58
11350;69,43;140,39
11351;68,95;130,07
11352;68,00;92,95
11353;65,62;100,09
11354;69,52;118,33
11355;64,75;108,39
11356;70,17;121,13
11357;68,68;148,48
11358;65,90;109,04
11359;67,41;122,72
11360;68,51;125,13
11361;70,02;158,58
11362;68,74;129,83
11363;69,46;120,58
11364;67,36;125,73
11365;68,23;140,77
11366;67,98;125,74
11367;68,72;123,44
11368;71,81;136,71
11369;63,63;101,88
11370;67,11;139,66
11371;67,51;114,28
11372;69,88;124,52
11373;66,37;105,92
11374;67,77;126,55
11375;67,01;131,71
11376;66,55;126,98
11377;66,72;111,00
11378;69,10;139,21
11379;70,36;128,26
11380;66,25;131,13
11381;67,61;107,46
11382;67,69;120,37
11383;66,46;117,76
11384;67,59;130,15
11385;70,43;134,41
11386;65,11;97,59
11387;67,47;135,75
11388;66,65;113,21
11389;64,28;126,93
11390;68,47;127,59
11391;66,25;117,27
11392;68,30;137,58
11393;70,01;130,89
11394;66,94;132,47
11395;65,36;132,61
11396;66,41;114,60
11397;68,26;125,08
11398;68,28;118,92
11399;67,42;141,96
11400;63,37;115,66
11401;69,72;123,17
11402;66,38;94,80
11403;69,55;131,09
11404;69,54;117,82
11405;67,83;121,02
11406;68,22;143,04
11407;68,45;132,62
11408;67,01;120,93
11409;67,58;147,50
11410;67,11;111,72
11411;66,05;120,07
11412;65,65;121,64
11413;67,09;148,02
11414;68,93;109,77
11415;67,50;112,60
11416;67,88;142,58
11417;70,51;130,51
11418;68,07;140,67
11419;69,61;131,27
11420;65,53;121,78
11421;66,70;134,62
11422;68,82;115,89
11423;70,60;135,87
11424;67,08;124,41
11425;67,58;138,03
11426;67,32;105,21
11427;67,85;132,03
11428;66,15;146,92
11429;67,95;124,95
11430;65,16;129,96
11431;69,54;146,00
11432;66,35;121,12
11433;68,26;136,26
11434;70,29;130,45
11435;68,02;142,30
11436;65,53;118,08
11437;70,76;150,62
11438;65,32;123,79
11439;66,51;130,42
11440;66,29;129,17
11441;66,16;125,60
11442;67,97;134,57
11443;66,47;105,24
11444;67,51;136,91
11445;69,16;135,30
11446;70,08;131,51
11447;68,02;123,58
11448;67,82;133,68
11449;67,61;104,63
11450;65,96;130,32
11451;67,72;103,26
11452;67,48;91,91
11453;68,24;128,94
11454;67,35;135,02
11455;68,18;135,04
11456;70,67;124,91
11457;66,81;126,35
11458;68,75;126,75
11459;67,35;126,26
11460;66,95;129,03
11461;67,73;111,34
11462;67,64;140,21
11463;65,21;124,13
11464;65,15;131,42
11465;67,40;122,22
11466;67,65;137,89
11467;63,88;114,22
11468;66,85;124,48
11469;65,93;125,81
11470;65,07;121,09
11471;68,66;138,63
11472;66,63;144,02
11473;68,19;121,96
11474;64,72;119,41
11475;67,76;129,92
11476;67,78;126,75
11477;68,09;126,41
11478;69,21;128,85
11479;67,75;137,46
11480;70,39;134,25
11481;65,93;127,97
11482;66,11;127,02
11483;66,01;115,01
11484;71,63;135,41
11485;66,62;144,53
11486;68,48;90,53
11487;68,10;129,29
11488;70,27;134,30
11489;69,75;126,06
11490;68,98;115,86
11491;65,64;125,32
11492;68,91;124,45
11493;66,61;132,98
11494;68,60;125,67
11495;67,30;123,18
11496;70,75;135,51
11497;67,58;124,92
11498;64,50;123,37
11499;73,27;142,73
11500;68,25;129,54
11501;67,91;118,94
11502;67,31;112,70
11503;67,79;137,88
11504;71,29;144,62
11505;68,27;115,12
11506;66,86;104,08
11507;67,73;106,32
11508;70,22;146,47
11509;69,62;133,91
11510;67,48;109,91
11511;68,09;131,23
11512;66,09;147,19
11513;67,42;128,00
11514;69,08;111,01
11515;65,70;119,45
11516;66,52;134,90
11517;68,67;115,33
11518;68,36;131,38
11519;66,34;114,02
11520;65,46;101,71
11521;65,38;92,82
11522;70,29;131,08
11523;66,81;107,43
11524;67,09;126,10
11525;69,10;137,51
11526;68,65;126,12
11527;67,69;129,62
11528;69,41;135,02
11529;64,90;123,58
11530;66,48;136,86
11531;71,09;123,25
11532;71,94;134,37
11533;68,15;137,07
11534;68,32;124,37
11535;70,93;119,36
11536;62,55;105,75
11537;68,72;133,19
11538;68,56;123,28
11539;70,70;129,29
11540;67,21;134,94
11541;69,42;145,04
11542;65,29;122,59
11543;67,51;127,46
11544;68,61;130,16
11545;68,23;129,30
11546;69,06;124,96
11547;67,76;132,90
11548;67,19;131,70
11549;66,19;111,37
11550;67,15;124,67
11551;65,80;119,56
11552;68,72;148,78
11553;71,01;115,59
11554;70,33;122,88
11555;66,60;117,69
11556;66,10;118,36
11557;65,54;125,64
11558;67,08;139,40
11559;70,91;151,93
11560;70,05;135,00
11561;67,91;130,45
11562;70,44;140,05
11563;69,43;112,16
11564;70,69;131,27
11565;69,62;120,47
11566;70,95;134,97
11567;69,55;154,23
11568;66,67;116,07
11569;68,94;136,02
11570;69,06;126,51
11571;68,68;113,93
11572;69,75;118,35
11573;65,74;112,59
11574;69,90;118,78
11575;67,49;144,73
11576;71,55;146,41
11577;68,87;132,57
11578;67,23;117,09
11579;68,63;119,09
11580;68,65;118,32
11581;66,63;135,32
11582;67,87;113,02
11583;65,95;144,27
11584;69,46;118,29
11585;65,32;107,38
11586;66,76;121,25
11587;68,54;117,00
11588;68,91;142,82
11589;68,84;150,65
11590;73,38;136,71
11591;66,86;116,41
11592;67,52;107,28
11593;68,13;121,89
11594;68,39;129,84
11595;68,75;141,62
11596;71,22;118,03
11597;69,02;118,41
11598;69,36;149,46
11599;71,48;139,24
11600;70,03;139,38
11601;65,86;115,74
11602;64,18;112,86
11603;68,22;119,46
11604;67,57;126,81
11605;68,32;125,07
11606;69,78;146,02
11607;64,60;98,10
11608;69,35;137,74
11609;65,08;129,15
11610;67,25;125,33
11611;67,29;111,40
11612;69,06;128,86
11613;70,66;132,24
11614;66,34;136,41
11615;66,88;133,78
11616;69,83;132,92
11617;68,64;108,61
11618;68,78;142,89
11619;68,36;127,26
11620;71,12;119,09
11621;68,55;118,01
11622;71,18;147,78
11623;68,32;125,10
11624;66,83;117,88
11625;69,20;144,79
11626;66,77;128,76
11627;66,44;118,41
11628;69,02;136,65
11629;65,99;145,78
11630;68,21;126,35
11631;68,81;105,34
11632;69,54;136,07
11633;67,04;120,85
11634;69,61;121,03
11635;69,11;136,60
11636;64,55;123,42
11637;65,79;132,51
11638;68,99;125,01
11639;66,16;137,00
11640;64,36;110,02
11641;69,87;124,89
11642;66,00;116,82
11643;68,96;121,38
11644;67,76;142,89
11645;67,20;118,52
11646;67,67;138,39
11647;65,94;121,82
11648;62,62;113,63
11649;68,66;148,40
11650;64,99;134,39
11651;70,14;133,81
11652;67,33;111,03
11653;71,15;127,39
11654;68,05;123,10
11655;70,68;122,08
11656;66,92;132,51
11657;67,32;121,70
11658;65,96;126,11
11659;66,36;131,46
11660;70,09;141,63
11661;66,77;114,93
11662;68,78;128,81
11663;68,06;125,15
11664;66,87;124,18
11665;64,99;120,59
11666;64,24;119,33
11667;64,62;117,09
11668;67,47;125,01
11669;68,38;120,30
11670;67,94;140,20
11671;69,38;120,40
11672;69,72;141,02
11673;64,85;140,55
11674;71,14;144,96
11675;67,93;116,70
11676;65,87;130,73
11677;65,27;120,78
11678;64,36;122,04
11679;66,53;116,59
11680;69,52;133,05
11681;69,13;139,67
11682;67,67;123,85
11683;68,95;141,27
11684;71,04;140,37
11685;71,39;149,76
11686;66,54;127,38
11687;68,28;136,24
11688;67,50;139,32
11689;68,29;133,12
11690;70,15;125,66
11691;69,41;135,87
